			
Gene Symbol	log2(fpkm control)	log2(fpkm case)	p_value
SERP1	6.32428317462806	7.61975779581352	0.3931
PLS1	1.04064699384643	1.13815259048927	1
ZFP30	2.15889925840853	2.9594752812336	0.0465
NR2C1	5.07201573644492	5.14397700761083	0.91215
UTP20	1.3488102881506	0.900134529890125	1
TMPO	5.78904059917021	5.33170521649889	0.48895
ARL1	3.05224024194556	4.04505848044527	0.0574
GLT8D2	-2.78546731784994	-4.02823037793048	1
MTERF2	2.70041530309535	2.37023962241448	1
SOCS2	3.01998651177856	3.82615185052358	0.2696
NFYB	2.73088120000096	2.71608220411511	1
WASHC3	4.77931225747261	5.31544667701188	0.39755
APAF1	4.58858272600542	4.64938552918152	0.94225
DUSP4	-4.52038532321942	-5.36683554432061	1
CLU	6.88915712734377	7.11493957462849	0.77045
TNFRSF10B	4.59848431327343	5.12701414158281	0.43355
SORBS3	5.1205053927505	5.72767000274267	0.39795
PTK2B	7.44222196793127	7.18950831708987	0.7248
CHRNA2	-3.39332051660751	-0.660664186879421	1
PPP3CC	3.56053154937973	4.13302915617786	0.5431
PDLIM2	5.7902898427968	3.74421492647062	0.0044
EPHX2	3.96836728050169	5.02381865642917	0.0966
RNF170	2.69776937227632	2.93593491026688	0.7839
UBIAD1	3.43741419040331	4.13307849089185	0.3299
TARDBP	7.10015770167212	7.28319024121066	0.79715
TNFRSF8	1.93985092077919	2.29941172170526	1
ZNF706	5.24342155345807	4.89441520735755	0.6328
LYPLA1	5.97662483704572	6.31373561731376	0.6667
CRISPLD1	-4.86907123822264	-2.55011011128098	1
COPS5	5.13353064717501	4.03036256579686	0.11215
RDH10	1.01692414425782	-1.40992212602777	1
EPX	-2.94964458200683	-4.29263212065781	1
AKAP1	3.94645951065343	2.8170071668227	0.03665
COIL	2.56548994453511	3.24180968229001	0.295
TRIM25	6.53736441019836	6.58857822887543	0.94465
SCPEP1	6.73787600809159	6.41290343807809	0.6308
SPOP	6.31581979545139	5.85520985337829	0.43265
SLC35B1	5.48352882166965	5.49156132182988	0.99115
TEX14	-1.67450305587608	-5.72825880622357	1
FAM117A	6.50932055308533	6.49542175368214	0.99205
NCAPH	0.75553710299386	1.68096791185208	1
TMEM131L	5.73531366463498	5.43736757978973	0.7018
TENT4B	2.76514643941568	2.01256867350306	0.33725
ADCY7	5.01398475131082	4.51416014225648	0.5134
CEP89	1.76803184105956	0.998542141666251	1
TSHZ3	1.87874103352301	1.35882945556441	1
ECHDC2	5.74284430475077	5.53919914395399	0.7256
PLBD1	8.03479896257727	7.36430978186441	0.3819
PYROXD1	3.62037526889857	3.62453375520389	0.996
BCL2L14	-1.99922115494716	-5.28058416959519	1
PSPC1	4.60241530814761	4.53348236565008	0.94305
ZNF549	1.86987930052022	1.00754716031819	1
A1BG	0.738646796633208	1.99429731210127	1
ZSCAN18	3.5894399227459	3.23260396874017	0.521
ZNF211	4.52458402563453	3.08673961519453	0.0803
RGSL1	-0.319050985672132	-3.85183588525443	1
LHX4	-0.75351407925143	-0.98894811537656	1
RNF2	3.60711722305341	3.51292214601569	0.89315
TRMT1L	3.42384705459843	2.38494775696091	0.1143
SEC22A	3.48373840160057	3.41343160760289	0.89765
CSTA	4.4883864666099	3.59025468655023	0.5733
DPPA4	-0.589129244555921	2.52062590874478	1
POPDC2	4.40082480064256	3.55615961299467	0.1911
B4GALT4	2.97430352956271	1.65651467584629	0.0031
NAA50	5.73281729777805	6.50435184818042	0.3279
CD80	-1.36272177643836	-0.396293192703371	1
KIF18A	-2.14857036040376	-1.42992183895647	1
DESI2	2.71506528509942	2.87383878481096	0.77505
MAPK8IP1	-1.66103597699503	-3.46808410827295	1
CRY2	4.19225730154037	2.43948484495289	0.00595
PEX16	5.22431816387771	4.84168133101049	0.6384
DEPDC7	-1.57663051724275	-3.18466066782528	1
CAT	8.04292882142619	7.41793688055014	0.38895
PILRB	8.02430859650289	7.64928492333386	0.5895
ZMYM2	4.6459091261689	4.64564402339752	0.9998
GJB6	-0.680419058454641	-2.59788034506831	1
GJA3	-5.18792801282093	-4.85807967884339	1
TBC1D15	4.87118324760182	5.42327225493242	0.3917
ADGRB2	-0.918706735893592	-1.3263784526879	1
ZCCHC17	3.42806197095318	2.57368232672412	0.15565
FABP3	-2.58111276053738	-0.62431883378132	1
KHDRBS1	4.62141308413414	4.91653874586777	0.6907
TMEM39B	2.79537630349969	1.89173802221423	0.41915
CCRL2	2.86999376363258	2.79157863745499	0.89285
CCR2	5.52616586471004	5.75537900340787	0.7768
POLR3GL	5.01359178388741	4.30331316617179	0.24285
TNFSF10	7.77035335386764	8.19652836093694	0.55695
ZNF639	3.82094479188069	3.95610313024108	0.84935
PIK3CA	3.38429852587877	4.52479085958991	0.20085
PDS5A	4.32869287676579	5.56684863388708	0.0702
TMEM156	3.75002759574348	2.38717778021414	0.26415
LIAS	1.92044956782857	1.68423525922052	1
ZSCAN20	-0.574061666812597	-1.75948782891238	1
LRIF1	2.19440229193857	3.33110325152213	0.12815
TMIGD3	3.07070359507959	3.42314785293204	0.6882
CLCC1	3.43310634095507	3.86712550314786	0.45985
GPSM2	1.8159196672887	2.00649910739031	1
GTDC1	3.59387959545721	4.15397553163432	0.3032
CXCR4	7.97310036449337	8.32732359104438	0.6265
ZRANB3	0.627849601335022	1.26201815022717	1
ACVR2A	0.860835700060723	1.27937620241519	1
POLK	2.52474322773135	2.75467375373121	0.7099
FLT3	0.192623437354478	0.609537501577423	1
RPL21	7.73843008775478	7.62035913875944	0.8864
MTIF3	2.94659425608828	3.67618840997285	0.39455
GTF3A	5.71164632661817	6.42397979740612	0.42665
RASL11A	0.354655263300363	1.79518094168507	1
UBL3	3.76392142076141	4.07850736692113	0.6092
FYTTD1	5.08553938062045	4.10602161561778	0.23435
MTERF4	5.16773123940525	4.44836578642982	0.24765
XPNPEP2	-0.410873164769892	-2.13412868236267	1
SASH3	7.10339272787252	6.99748436274071	0.903
OCRL	1.70382275258099	1.30306762494028	1
MRPS2	3.39101153641834	2.33126953362289	0.1094
LAX1	3.0984667215065	3.53184304907916	0.5579
PLG	-1.18997979220079	-0.607671585300897	1
KIAA1191	4.49828916865766	4.81985719277378	0.65405
COPA	7.46002169137465	7.42929793372404	0.97435
CD244	4.20946116395945	3.49465881266387	0.21565
LY9	5.49581026667909	3.61241147935572	0.01605
RBBP6	4.5484242939165	5.31002740584215	0.2411
ZC3H7A	5.56811725289329	5.42221617811481	0.80885
SERAC1	1.7475764522893	0.917599789500284	1
ANXA11	6.5734093693404	6.33106741235202	0.7376
SHLD2	2.18917935207598	3.23617878851169	0.425
PRXL2A	2.48058310043274	1.27412446822889	1
ZNF205	-1.3546783149813	-2.80821502463801	1
NAA60	6.27799404298529	6.46561537806726	0.79045
RPL5	9.82638164616909	9.69706312334074	0.88385
ODF2L	3.08027221105529	2.47497330329815	0.13195
PTGFR	-3.78695811974332	-2.59733893709804	1
SPATA1	1.24700997141015	0.595732793073644	1
TRMT13	2.23783595696144	3.13463167144765	0.1688
LRRC39	0.763080077733462	1.39360840055911	1
RWDD3	3.57756176134949	4.97711961514475	0.041
ZNF644	4.46010690415875	4.00899774403819	0.45175
CCDC18	3.00413100802356	2.54695124077827	0.635
RPAP2	1.9753110193527	1.8728326986286	1
SLC66A2	4.58879857176107	4.04334450487717	0.2993
BBS9	3.25961447446344	2.48185689619229	0.0982
PMS2	2.517585618852	2.29930034791538	1
ZMIZ2	5.22368125416782	4.41439265083839	0.252
SEPTIN7	7.97596257676446	8.38642729168005	0.69475
EEPD1	4.64223368853215	4.72178823579208	0.9435
KLHL7	3.8398789877498	4.29587727594653	0.51705
HERPUD2	5.75970979052238	5.47866123635187	0.67405
CBX3	5.51669282748628	6.67472898505697	0.29245
HNRNPA2B1	7.81650371138949	7.96682265132437	0.8479
FAM126A	2.57992834006649	2.60786526945502	1
HOXA7	-1.39268247080463	-3.8302904571051	1
INHBA	-2.50990639699823	-1.48739080570517	1
FKBP9	1.47079193341198	1.97058496417344	1
NT5C3A	6.59377205604075	6.94619278987226	0.60735
ARL4A	4.95055239783347	5.1729794776776	0.76575
CCZ1	0.917149108424373	2.96325770348681	0.0246
POLM	4.02692396648013	4.10887567890195	0.9021
RAMP3	-1.51580204783134	-3.15539259638173	1
MRM2	5.19422497801438	6.29227377226838	0.06845
SMU1	3.0872897074572	2.79920130764332	0.579
GLIPR2	6.82671372043221	6.24803001708127	0.465
SLC25A51	6.26218319011395	6.41436220506331	0.83355
CLTA	5.80642459910921	5.71739676671085	0.9229
RECK	0.847147069220867	1.38840447857095	1
ACO1	0.678477606043868	1.11178585827529	1
PHF24	-0.916463912710159	-4.89046559210873	1
DCAF10	3.12906535967509	3.44706338384914	0.75
TRIM24	2.47207699980696	2.58277997667733	1
CYREN	4.7272343307731	5.33127168369696	0.5089
CALD1	-1.36090863954199	1.2002218382884	1
NUDT10	-3.01495430888279	-5.34478740962776	1
PLAU	-0.583679073175343	-0.235679325455595	1
SRGN	9.39423759089926	10.1020544328597	0.5012
BICC1	-4.80758057720869	-6.00104373451348	1
CISD1	3.21184080403891	2.44634623007562	0.438
EGR2	-2.19916262253255	0.254606135983639	1
ECD	4.0536848241033	3.9208363526635	0.84975
P4HA1	3.35850879228243	2.75495162051822	0.3336
SLC25A16	2.15422349493371	1.80319396568246	1
ZWINT	2.87921563716567	2.81817976442072	0.93425
VPS26A	5.9517696121662	7.24712051752912	0.12535
RBM19	3.5026870301607	2.99202514263586	0.63195
CIT	0.201997625359448	-0.747589185485359	1
IFT81	-1.26720114966856	2.01156362137738	1
ACADS	2.6618134344622	3.37665156761925	0.32425
HVCN1	5.6672393027683	6.01869648069887	0.62165
DDX54	5.24926707910854	5.1819532831665	0.935
MED13L	5.03772045128697	4.64873002790217	0.48665
CDKN2C	2.28104239800385	2.18125842338487	1
RNF11	5.90596216312107	5.87661271378058	0.9616
RASSF8	-3.56999997522645	-3.60586257739428	1
BHLHE41	1.57319514796784	1.43648702216659	1
SSPN	0.286455371674891	0.102470014507682	1
ITPR2	4.17407079469229	2.79528278252759	0.01655
CCDC91	4.22525950319341	3.58171277957034	0.1511
NECAB1	-2.17233703872364	-3.81594572963689	1
WWP1	4.58978745181984	5.46774573736612	0.2525
ACOT9	5.5304391119488	5.5351851567515	0.99505
PRDX4	3.93578031108644	2.9490511522161	0.494
DDX39A	5.63402397693559	4.28926642126506	0.03755
PKN1	7.33743458475769	6.74146698640115	0.48775
TRIR	4.94356037328699	4.51569353140669	0.5139
ADGRE5	7.77102059996434	7.15568852553892	0.4656
WDR83	3.38035542953678	3.30440590230792	0.937
GIPC1	4.70049520534484	3.98320340598562	0.30325
SPRYD7	0.342008511467808	1.16654835256862	1
EBPL	2.5958163219385	4.37872662428178	0.07365
ATP7B	0.506764410135937	0.595484564479063	1
ZC3H13	2.60357293832008	2.86461604087052	0.8235
NLN	2.32482212189778	2.26787433475211	1
CENPK	2.7262470470098	2.48693571514676	1
OPTN	7.10699731926603	6.27010653718207	0.36345
ATF1	3.61545161084114	4.21666438605729	0.46405
TSFM	2.83372400514195	3.28195190476737	0.31415
ARHGAP9	9.36586966164717	9.83895334222083	0.6282
NCKAP1L	6.36886610826878	6.41030378837375	0.947
MMP19	2.84761013229346	2.37347839063594	0.6327
PFDN5	6.04973312923042	5.63290507131277	0.52835
SPATS2	2.25736370327956	0.467258609494682	1
ORMDL2	5.11741245951618	5.41180585237012	0.82845
NR4A1	2.00094826028297	1.03115519768708	1
PDE1B	2.14420303387483	2.19794714594891	1
CDK2	3.6136730866753	3.44486580797976	0.81365
LRP1	3.70855145122386	3.14332810734431	0.505
ATG101	4.07097315773607	3.38052167215972	0.515
NFE2	7.61883329228713	7.41501495699272	0.86725
IKZF4	1.30425402060982	0.160997611597715	1
SMUG1	3.89000885634372	4.23545135928477	0.4353
TUBA1B	7.65775431882786	7.33472021685999	0.8412
EEF1AKMT3	2.83372400514195	3.28195190476737	0.31415
KBTBD4	3.31227598834893	3.24273663298878	0.9469
SARDH	0.086009230421032	-2.27518560648759	1
DBH	-3.48060544201378	-5.80908835122199	1
ATPAF1	3.91801406272508	4.59194864063968	0.28235
STIL	-0.359725212231211	-1.31129503902687	1
HJURP	-0.370448468957444	1.10776820276446	1
AMD1	5.16107745014455	5.28069654596838	0.86495
NDUFAF4	3.28756390127717	1.89404941455803	0.36585
USP45	1.73995176568448	1.04482773706056	1
MORF4L2	4.82838278469793	5.20078681329206	0.59115
RAB9B	-0.837173823397491	1.46532673836073	1
FAM199X	2.3177816070597	3.18378820229475	0.12935
RAB9A	4.27150784880164	4.5598282804432	0.7019
METTL8	2.79445121844409	2.53117681725763	1
TTC21B	2.87373053133625	4.46562190770937	0.0226
NMI	4.72068888533212	5.66003013151044	0.33815
TNFAIP6	5.79438987161068	7.20712172494728	0.1963
ACVR1C	-0.738014333650763	-1.93239432232068	1
BAZ2B	4.40793052929529	4.96308102850761	0.33125
SLC36A1	3.85753319269367	2.68751985824822	0.02385
LPGAT1	4.14469902515414	4.56197981455742	0.4122
BATF3	-0.03208920427173	-1.74853902521794	1
G0S2	-2.03348093592341	-0.060862206236919	1
KCNJ2	3.76443108693754	4.41372946410504	0.3102
RAP2C	5.91959274649279	5.08809918399721	0.60785
EXOSC9	4.5057321737418	4.51224585258176	0.99295
PLA2G12A	2.87314385305021	2.42759008315641	0.4894
B9D2	3.4725137657338	3.73153083705416	0.86165
COQ8B	2.98906269150631	3.57618349414562	0.2285
PFKFB2	2.92458070385579	2.77487348696181	0.8109
C4BPA	1.25285765284576	3.44931044930764	0.02465
RAB38	-0.600122363771196	-0.720091356213778	1
GPR83	-2.37225870335577	-5.32985580553251	1
AGO2	4.02690626611217	5.36712640184926	0.0717
MXD4	5.39841194080453	4.77626720346177	0.37765
CKS2	2.44643622464752	1.60859637032606	1
ACSL3	4.00217142446152	4.82771234251861	0.24035
CHPF	0.945532794952124	0.145299207593234	1
DNPEP	6.74703823164797	6.06388039237601	0.4572
OBSL1	-0.709655813624643	-4.60263073309925	1
FAM124B	-1.0827103250818	-0.582384545290601	1
SLC12A4	4.61542218291928	3.78827852503403	0.07765
ENKD1	2.95473419573812	0.567671994290106	1
FAM210B	7.99598191417321	8.52364036126563	0.5991
PI3	7.38993673026136	7.03127387844968	0.6621
FAM209A	6.43994887063013	6.8828142064169	0.51275
SNX21	-0.045100942542719	1.81195184874488	1
SLPI	5.96692183391987	7.10843036490291	0.05225
TTPAL	2.12144317123827	1.74402758626983	1
PREX1	6.44337292390323	6.18644113082299	0.70825
KCNS1	-1.21845059766378	-0.716007131536665	1
SDC4	-0.071971605425746	0.544188606646971	1
NCOA3	4.58576778066592	3.98377800502518	0.5344
PIGT	6.02464325628447	5.34459418202377	0.2439
NCOA5	4.01077983875324	3.31718972503843	0.33975
VAPB	3.95822092992039	3.71310190044552	0.73975
PARD6B	-1.19847047199435	-1.21535196414812	1
ATP5F1E	6.521237659362	6.20641856674793	0.84165
CHD6	2.848439665835	2.32227141545357	0.3263
PLCG1	6.70745576870348	6.88270417921253	0.8153
TOX2	0.260844657375794	-1.09375895572254	1
SRSF6	6.16506777569232	6.12626875960714	0.95965
ARFGEF2	2.04821176846052	2.22929873952976	1
ZNFX1	4.52021478726482	4.4095742316279	0.89995
ZNF831	2.12934896721084	1.79104303893252	1
EDN3	-5.14499262615577	0.223385478065723	1
CSE1L	4.08650355451312	3.71233164733738	0.59915
TMEM189-UBE2V1	6.58305869103538	6.87093182154401	0.6238
RAB22A	1.62978091404096	2.09064005836435	1
STAU1	4.82419758574154	4.28460296641079	0.35945
CDH26	0.645028336008235	1.32008026236976	1
SNAI1	-2.61687912349368	-4.15142613081353	1
MOCS3	0.542921660674924	0.537296067090842	1
STX16	7.14112620200829	7.923880090751	0.2489
PMEPA1	0.834031569430609	-2.47567148657794	1
RNF114	6.99701007431384	4.18428823001384	0.0036
DDX27	4.56470740205298	4.25944575071095	0.79175
SEMG1	-2.45373126538891	-4.07201922406341	1
BCAS4	3.23690891168417	1.64811565637488	0.04415
TP53TG5	-1.52648529127342	-5.62820876371937	1
ZBP1	5.20193569784857	6.27934314119131	0.3147
MTRR	4.74228113776013	4.93241083884818	0.7144
FASTKD3	3.75197780658764	3.06660932820854	0.43575
PEPD	5.40648905123142	4.82053129446071	0.36285
CHST8	-0.384713664149085	-5.50493034544549	1
IQSEC2	1.93774362065206	-0.12108322725633	1
VAMP7	5.20872403543769	4.02864871039138	0.1107
IL9R	4.92286384671243	4.12113976586303	0.1646
STAMBP	5.31357600829454	3.96236393150695	0.07865
NAGK	8.63831643868879	9.11902150851402	0.61885
MCEE	3.52919626799939	3.6437984808189	0.8995
PAIP2B	0.105678077894537	0.787215124444128	1
SNRNP27	7.3984102305495	7.4772320825467	0.94095
MPHOSPH10	3.15541895498725	3.2562151057339	0.87535
ATP8A1	4.64753901365279	3.67230086879454	0.09925
USP22	5.06192737028416	5.4855588534876	0.51455
ZNF576	1.67298646949281	1.32434978890219	1
ZNF45	2.19634265166843	2.34567455422575	1
LYPD3	-1.25965092852751	0.475987582266998	1
CEACAM8	4.38725913295573	4.34648182066432	0.96775
USP9X	4.16848158457264	5.19272679077709	0.1352
CRISP2	-0.14791963893382	-0.313156180257408	1
F13A1	5.92864509590636	4.85497307612105	0.10915
TRERF1	2.82221415201134	2.63521806866546	0.7619
PACSIN1	1.27549581177735	1.19340589892757	1
BTN2A2	4.00713269614857	3.11246995032317	0.05255
SIRT5	2.23110364788848	2.27815429118724	1
MRS2	3.31625727163505	3.75169936639033	0.68635
WRNIP1	4.29178771384206	3.30506435818014	0.208
RRP36	5.39302485687082	4.84897840673517	0.4445
SNRPC	5.64459466060326	4.57421657993074	0.20935
SLC17A3	-3.4721385516899	-3.34754416052601	1
SERPINB6	5.46415852925828	5.63032100890782	0.7974
XPO5	4.95720421674775	3.97656526897918	0.27675
ABCC10	3.81394532851539	2.88308703767939	0.18175
PEX6	3.41123640494181	3.15510479722184	0.68545
NQO2	5.65253238508424	4.6846055709054	0.2209
AL365205.1	6.66953706264667	7.42830154239664	0.474
OARD1	3.98457112289367	5.01930160442879	0.1198
UNC5CL	3.98457112289367	5.01930160442879	0.1198
AARS2	1.70091905716122	0.410297681987983	1
ZNF391	1.12846498307999	-0.438856702050721	1
RPS10	8.15572393834713	9.39199320934095	0.19255
MOCS1	-1.34093035469706	-2.08942696425131	1
H2BC11	4.07086156147196	4.89104971628143	0.4391
MED20	2.64167549591008	2.55305079449801	1
TBCC	5.27111935475653	5.14740439491077	0.84715
MAD2L1BP	4.21896711004896	3.76071063436095	0.493
APOBEC2	-1.94077764474855	-0.513316514615716	1
KLHDC3	5.55156831053038	6.38923638574894	0.45425
GNMT	0.227593225902275	-0.811728221057779	1
DNAH8	-5.05307694301976	-4.26757136382527	1
TREM1	7.25567067412546	7.20808800822477	0.96275
MEA1	5.11658517008074	3.56263319661669	0.3086
KLHL31	-4.21444911348021	-3.02814563910145	1
CDKN1A	3.29225757295888	2.92970390326312	0.55555
SOX4	0.330225652665331	0.152456028580794	1
GLO1	4.35296327830676	4.32909488565682	0.9703
CPNE5	3.19970846083158	1.77327479719371	0.15155
RREB1	2.39844067278598	3.05947295907235	0.2907
SSR1	5.3872867091152	5.13172117115593	0.7149
RIOK1	4.24444566084519	3.18119639445727	0.23245
NRN1	-0.354962438271691	-0.666239676699191	1
SLC35B3	3.83062041450882	3.4710573647973	0.5308
RPP40	2.3645976442219	-2.02444904857457	1
ATXN1	2.99802576434008	3.2322140660948	0.62965
NUP153	3.56159497452061	3.36539859382958	0.7305
DEK	5.01363644466742	5.1799011302962	0.8017
EEF1E1	6.82076613469691	6.50462357014243	0.6461
RUNX2	2.78114565416252	3.00533710427198	0.66125
LRRFIP1	6.1319701087239	6.64575929145774	0.4312
CXCL6	-0.864627992580845	-0.718739742936763	1
EREG	-4.17699418599881	-1.88760144705082	1
MYRF	-1.12259497047666	-1.36905408510365	1
AHNAK	4.86489431550672	4.78012633797235	0.90865
EMC3	6.47407743412947	7.0119540117028	0.6052
WNT1	-1.47104468031758	-1.25437886091838	1
SH3TC1	4.866517339558	4.05537788885735	0.12785
CNOT1	7.01763244940042	6.47512218236088	0.42325
LRRC29	1.41411387886261	1.79424949192362	1
BBS2	5.50759169739224	5.27873564566086	0.69275
MT2A	5.50801974647746	5.64699208356727	0.91765
C16orf70	4.91981200395624	4.28122345484485	0.43475
GOT2	5.12340133597191	4.51179059812426	0.41325
DOK4	0.142478790642246	-0.473296141554035	1
GPR18	3.9784061599158	3.83584324873874	0.9216
CLYBL	2.12422224524173	2.79445953645796	1
TMTC4	2.98669125506576	1.36652645043208	0.0074
RAP2A	2.44439938550933	2.18294331732508	1
ABCC4	3.07195140154849	2.67870745260625	0.42955
EFNB2	-4.72686370689065	-4.81442468652685	1
TM9SF2	6.71940251193326	6.82436054228771	0.9047
HROB	-1.21436408173977	-5.60174420699646	1
IRF1	7.72312847377333	7.63314781675697	0.9424
UPF3B	2.39741691400983	2.50318588209164	1
RNF113A	3.9491146693715	2.48898537630672	0.1559
SEPTIN6	6.48961839514839	6.02145085545356	0.5131
TMEM255A	-1.73482718211935	-1.96909613774717	1
NDUFA1	6.10839690853502	6.56849731715412	0.60855
DMAC2L	3.06499663518654	2.73422837069232	0.6251
PTGER2	4.89728399624359	4.74903004077749	0.8274
FAM193A	5.52148737511059	5.46734470028056	0.903
GRK4	-1.58116024338304	-1.2218183429442	1
HS3ST3B1	2.10867499101557	1.85225058741071	1
SLC25A35	1.80551534405386	1.15849861030451	1
MRPS7	4.68513282047813	4.07841343173338	0.6507
GGA3	5.8702266088322	5.83928190571346	0.965
ARMC7	3.4175825116023	3.00115009075735	0.6263
NUP85	5.58377479416828	5.97782941695196	0.43875
SLC25A19	2.96230099501565	2.2817575885203	0.27925
MIF4GD	5.38250471562468	4.82026577684981	0.5564
NT5C	5.59897850620894	4.42769332180174	0.13405
MSTO1	3.60022217043405	1.80743323766271	0.00845
C1orf61	-0.508686636683759	0.954851424403717	1
TTF1	2.79097425117392	2.88174096072869	0.89715
GTF3C4	1.03393391144193	1.21237634408164	1
DDX31	1.83153273635877	1.92181333225374	1
KIR2DL1	0.727171147414442	-0.340901118533405	1
PPP1R12C	4.26950448951062	5.39672806854644	0.35565
MBOAT7	7.625504294584	7.37900573104257	0.7814
OPRL1	-0.405124731352211	-0.790249703701909	1
SLC2A4RG	7.35822041574885	5.98247114467659	0.0229
FNDC11	-0.434615344878371	-0.265689675478744	1
PPDPF	5.89730094003721	4.90193364558078	0.2744
IL1B	4.59728683095344	4.55693209451761	0.94155
PLGLB2	5.56301775984347	6.18080030072897	0.25165
CHCHD5	2.35118731259138	3.25020820518905	0.3747
PAX8	-0.236112563386357	-1.97562925285743	1
INSIG2	4.03343181186194	4.25512301484779	0.79535
POLR1B	3.67728271544843	4.27250102132207	0.32895
CCDC93	3.71651906146411	5.41211420923811	0.05705
PSD4	6.77078941100891	6.35487349633387	0.5836
SLC25A23	2.76697036205028	2.42547810372196	0.6146
PSPN	-0.687042135400962	-1.38822327858092	1
GTF2F1	5.77894971253199	5.28948407490886	0.56105
ALKBH7	3.05688174699751	-0.68224212143432	0.12565
CLPP	5.08740343493734	4.3138045339318	0.5582
THOC2	5.24390514456157	5.44868294503917	0.83065
MED1	2.49442841153894	2.64046360184588	1
RPL23	5.60114678535262	5.73656428879884	0.8981
AC046185.1	6.22350171063341	5.78734103938943	0.47785
ATG4C	3.34125994884108	3.60634746672457	0.76465
CD70	0.606394848206124	-3.32446224905541	1
C3	2.51683714806989	0.868038750185429	1
SH2D3A	3.63077821274286	3.50468394585132	0.90695
TRIP10	1.16162329839158	0.191120425956802	1
GPR108	6.60869098413692	4.51910153107513	0.02505
TNFSF14	4.17045389266651	4.38106182842459	0.77205
FOSB	0.839975706897143	0.218185991438831	1
OPA3	2.01826027826128	1.63512750101653	1
SNRPD2	6.33638158777382	5.22087550622564	0.2256
RTN2	1.63639029044014	2.10925356530635	1
EML2	5.83515352189589	4.90118066564653	0.0722
VASP	9.29532584308655	8.13829740234152	0.20605
SYMPK	5.58028721380535	5.2338382213151	0.61325
GPCPD1	5.69043665168436	5.59860936603832	0.8918
SDCBP2	7.41825742508808	7.96353192309915	0.53435
PANK2	5.51212256868395	5.68501504739415	0.8668
TGM3	1.63727173073667	0.049770151816385	1
CD93	4.86655690270935	3.84230508168293	0.09565
GZF1	1.85670289782266	1.55587013243775	1
NAPB	2.20600862365854	3.12635673885355	0.25355
CENPB	3.51901344024162	3.6006622540069	0.89375
PSMF1	8.18049102545924	8.74011129494531	0.60875
DTD1	5.26985228682498	4.56675427951814	0.5943
RBCK1	7.01541505238669	6.45161171323132	0.5174
TMX4	4.73785438115578	5.06057921455855	0.7114
STK35	2.96623664290084	2.70360130235969	0.63745
SNRPB	6.70121634485929	7.65623177592789	0.20145
NRSN2	-1.2208428375598	-2.27793973591666	1
AP5S1	2.65578228290937	2.19270233376567	1
RRBP1	3.83013360685325	2.95054493281514	0.16445
BMP2	-2.79654071678467	-6.28049444835939	1
ZNF133	2.46640263984898	2.06272961620707	1
OVOL2	5.49178897512515	5.73468523644162	0.694
MKKS	3.46936505370484	3.49054445948755	0.9728
BFSP1	-0.38272785081614	-3.8698535370676	1
DSTN	4.58720895058861	3.51923994866129	0.12265
LAMP5	0.721180141456229	-0.229160807576528	1
SNRPB2	3.98385095360989	4.15129058685407	0.82155
MGME1	3.77318405322849	2.86779369301429	0.39265
TBC1D20	3.82209787448555	4.13774122096397	0.6159
ITPA	5.11596959179305	4.56408545348746	0.5451
MCM8	4.1984391478776	3.07798125107559	0.18285
TMEM74B	-0.476978089308737	-4.71376608157378	1
FAM110A	3.92425194034587	4.2740230563005	0.54425
SIRPD	7.08816280283736	6.52339885957285	0.30785
MRPS26	2.50503725197336	2.92732381197196	0.6423
S1PR4	6.54408039056671	5.49146191264463	0.1621
NCLN	5.40749551785462	4.6267778674243	0.33245
CITED1	3.29959195317584	4.09640523821358	0.6025
HNRNPR	6.72883205864074	7.37838156675702	0.38405
ZNF436	0.721180141456229	-0.737658254037504	1
MAX	8.15318719526348	7.98606956323305	0.8801
CHURC1-FNTB	5.21861069965257	4.90354447467544	0.64955
ARMCX5	2.56743836104163	2.99223185143379	0.33765
MMP24	0.587854607991746	-0.042556350121095	1
NECAB3	2.09685891616831	1.9986143475411	1
RALY	6.10567807789454	6.47079713841836	0.7685
DYNLRB1	6.82844117968158	7.00589397680439	0.83205
EIF2S2	5.40278356101325	4.32572459662284	0.5958
ERGIC3	6.68722869428394	6.48492598337177	0.80355
ROMO1	6.31094535836867	7.0660784240367	0.74415
CEP250	5.12339719714104	3.53285303851833	0.0538
PLAGL2	2.8070745997889	3.15924165973011	0.61705
MMP24OS	6.84969908364072	6.8011974655172	0.94655
KDM5C	5.90424563610972	5.36074702459754	0.48115
AMOT	-0.468990412810123	-0.669898286658438	1
TMEM115	3.25078425662877	1.87627529025547	0.5081
PSMB2	4.56520720557455	6.09116665769301	0.08515
AGO3	1.76545836636838	3.18779149622019	0.10335
UROD	5.40871186102943	5.73959431291206	0.6231
ST3GAL3	4.70637583163702	4.75254522985107	0.88645
TMEM53	1.66874999557489	2.15639985278749	1
HECTD3	4.58222479543557	3.24607055746098	0.09875
KLC1	5.98290689634102	5.94503642967095	0.94515
XRCC3	4.00322442417317	4.54672163472937	0.41005
TUBGCP3	4.59558123549984	4.61149110724077	0.98125
MCF2L	1.48894168744003	0.365782108032205	1
PCID2	5.39267805146228	4.37608196665007	0.21895
PROZ	-3.57951651994701	-3.94431788269841	1
LRFN3	1.1812361568972	0.671166536573024	1
IGFLR1	6.62671947124854	5.9355469669278	0.30835
CAPNS1	8.85279477236828	7.32931199565542	0.0526
